chr	pos	num_overlap	num_outliers	ratio
Hic_asm_0	87360000	19	98	0.193877551020408
Hic_asm_0	87370000	19	90	0.211111111111111
Hic_asm_0	87380000	19	90	0.211111111111111
Hic_asm_0	87390000	19	87	0.218390804597701
Hic_asm_0	87400000	19	98	0.193877551020408
Hic_asm_0	87410000	19	93	0.204301075268817
Hic_asm_0	87420000	19	92	0.206521739130435
Hic_asm_0	87430000	0	75	0
Hic_asm_0	87440000	1	40	0.025
Hic_asm_0	87450000	7	32	0.21875
Hic_asm_0	87460000	8	27	0.296296296296296
Hic_asm_0	87470000	8	33	0.242424242424242
Hic_asm_0	87480000	8	36	0.222222222222222
Hic_asm_0	87490000	8	43	0.186046511627907
Hic_asm_0	87500000	8	40	0.2
Hic_asm_0	87510000	8	42	0.19047619047619
Hic_asm_0	87520000	8	48	0.166666666666667
Hic_asm_0	87530000	8	51	0.156862745098039
Hic_asm_0	87540000	7	55	0.127272727272727
Hic_asm_0	87550000	3	51	0.0588235294117647
Hic_asm_0	87560000	2	51	0.0392156862745098
Hic_asm_0	87570000	2	48	0.0416666666666667
Hic_asm_0	87580000	6	48	0.125
Hic_asm_0	87590000	6	42	0.142857142857143
Hic_asm_0	87600000	9	37	0.243243243243243
Hic_asm_0	87610000	9	38	0.236842105263158
Hic_asm_0	87620000	9	34	0.264705882352941
Hic_asm_0	87630000	9	33	0.272727272727273
Hic_asm_0	87640000	9	31	0.290322580645161
Hic_asm_0	87650000	7	29	0.241379310344828
Hic_asm_0	87660000	8	29	0.275862068965517
Hic_asm_0	87670000	12	30	0.4
Hic_asm_0	87680000	8	26	0.307692307692308
Hic_asm_0	87690000	8	28	0.285714285714286
Hic_asm_0	87700000	5	25	0.2
Hic_asm_0	87710000	5	22	0.227272727272727
Hic_asm_0	87720000	5	20	0.25
Hic_asm_0	87730000	5	16	0.3125
Hic_asm_0	87740000	5	13	0.384615384615385
Hic_asm_0	87750000	8	16	0.5
Hic_asm_0	87760000	7	19	0.368421052631579
Hic_asm_0	87770000	3	18	0.166666666666667
Hic_asm_0	87780000	3	19	0.157894736842105
Hic_asm_0	87790000	8	20	0.4
Hic_asm_0	87800000	8	29	0.275862068965517
Hic_asm_0	87810000	8	30	0.266666666666667
Hic_asm_0	87820000	14	33	0.424242424242424
Hic_asm_0	87830000	14	34	0.411764705882353
Hic_asm_0	87840000	15	35	0.428571428571429
Hic_asm_0	87850000	12	33	0.363636363636364
Hic_asm_0	87860000	13	30	0.433333333333333
Hic_asm_0	87870000	13	27	0.481481481481481
Hic_asm_0	87880000	13	29	0.448275862068966
Hic_asm_0	87890000	8	27	0.296296296296296
Hic_asm_0	87900000	12	22	0.545454545454545
Hic_asm_0	87910000	14	22	0.636363636363636
Hic_asm_0	87920000	8	19	0.421052631578947
Hic_asm_0	87930000	8	20	0.4
Hic_asm_0	87940000	7	25	0.28
Hic_asm_0	87950000	7	25	0.28
Hic_asm_0	87960000	6	29	0.206896551724138
Hic_asm_0	87970000	6	31	0.193548387096774
Hic_asm_0	87980000	6	32	0.1875
Hic_asm_0	87990000	6	32	0.1875
Hic_asm_0	8.8e+07	2	32	0.0625
Hic_asm_0	88010000	2	32	0.0625
Hic_asm_0	88020000	2	32	0.0625
Hic_asm_0	88030000	3	31	0.0967741935483871
Hic_asm_0	88040000	3	29	0.103448275862069
Hic_asm_0	88050000	3	30	0.1
Hic_asm_0	88060000	3	25	0.12
Hic_asm_0	88070000	3	23	0.130434782608696
Hic_asm_0	88080000	3	19	0.157894736842105
Hic_asm_0	88090000	3	16	0.1875
Hic_asm_0	88100000	3	12	0.25
Hic_asm_0	88110000	1	10	0.1
Hic_asm_0	88120000	1	7	0.142857142857143
Hic_asm_0	88130000	0	6	0
Hic_asm_0	88140000	0	2	0
Hic_asm_0	88160000	0	1	0
Hic_asm_0	88170000	0	1	0
Hic_asm_0	88180000	0	1	0
Hic_asm_0	88190000	0	1	0
Hic_asm_0	88200000	0	2	0
Hic_asm_0	88210000	0	2	0
Hic_asm_0	88220000	0	2	0
Hic_asm_0	88230000	0	2	0
Hic_asm_0	88240000	0	2	0
Hic_asm_0	88250000	0	2	0
Hic_asm_0	88260000	0	1	0
Hic_asm_0	88270000	0	1	0
Hic_asm_0	88280000	0	1	0
Hic_asm_0	88290000	0	1	0
Hic_asm_0	88300000	0	6	0
Hic_asm_0	88310000	0	8	0
Hic_asm_0	88320000	0	13	0
Hic_asm_0	88330000	8	21	0.380952380952381
Hic_asm_0	88340000	8	26	0.307692307692308
Hic_asm_0	88350000	8	35	0.228571428571429
Hic_asm_0	88360000	8	44	0.181818181818182
Hic_asm_0	88370000	8	54	0.148148148148148
Hic_asm_0	88380000	8	57	0.140350877192982
Hic_asm_0	88390000	8	61	0.131147540983607
Hic_asm_0	88400000	8	56	0.142857142857143
Hic_asm_0	88410000	16	62	0.258064516129032
Hic_asm_0	88420000	16	65	0.246153846153846
Hic_asm_0	88430000	11	60	0.183333333333333
Hic_asm_0	88440000	27	71	0.380281690140845
Hic_asm_0	88450000	27	65	0.415384615384615
Hic_asm_0	88460000	27	65	0.415384615384615
Hic_asm_0	88470000	27	56	0.482142857142857
Hic_asm_0	88480000	27	59	0.457627118644068
Hic_asm_0	88490000	27	55	0.490909090909091
Hic_asm_0	88500000	27	55	0.490909090909091
Hic_asm_0	88510000	19	52	0.365384615384615
Hic_asm_0	88520000	19	50	0.38
Hic_asm_0	88530000	16	71	0.225352112676056
Hic_asm_0	88540000	0	57	0
Hic_asm_0	88550000	0	54	0
Hic_asm_0	88560000	0	57	0
Hic_asm_0	88570000	18	74	0.243243243243243
Hic_asm_0	88580000	18	76	0.236842105263158
Hic_asm_0	88590000	18	77	0.233766233766234
Hic_asm_0	88600000	18	79	0.227848101265823
Hic_asm_0	88610000	20	76	0.263157894736842
Hic_asm_0	88620000	20	72	0.277777777777778
Hic_asm_0	88630000	23	51	0.450980392156863
Hic_asm_0	88640000	26	52	0.5
Hic_asm_0	88650000	31	57	0.543859649122807
Hic_asm_0	88660000	33	47	0.702127659574468
Hic_asm_0	88670000	17	31	0.548387096774194
Hic_asm_0	88680000	17	26	0.653846153846154
Hic_asm_0	88690000	19	27	0.703703703703704
Hic_asm_0	88700000	22	27	0.814814814814815
Hic_asm_0	88710000	20	25	0.8
Hic_asm_0	88720000	20	23	0.869565217391304
Hic_asm_0	88730000	17	29	0.586206896551724
Hic_asm_0	88740000	14	27	0.518518518518518
Hic_asm_0	88750000	9	24	0.375
Hic_asm_0	88760000	7	24	0.291666666666667
Hic_asm_0	88770000	5	24	0.208333333333333
Hic_asm_0	88780000	8	24	0.333333333333333
Hic_asm_0	88790000	6	25	0.24
Hic_asm_0	88800000	3	22	0.136363636363636
Hic_asm_0	88810000	3	24	0.125
Hic_asm_0	88820000	3	26	0.115384615384615
Hic_asm_0	88830000	3	22	0.136363636363636
Hic_asm_0	88840000	3	23	0.130434782608696
Hic_asm_0	88850000	15	33	0.454545454545455
Hic_asm_0	88860000	15	33	0.454545454545455
Hic_asm_0	88870000	15	34	0.441176470588235
Hic_asm_0	88880000	12	37	0.324324324324324
Hic_asm_0	88890000	12	40	0.3
Hic_asm_0	88900000	12	41	0.292682926829268
Hic_asm_0	88910000	12	39	0.307692307692308
Hic_asm_0	88920000	12	39	0.307692307692308
Hic_asm_0	88930000	12	39	0.307692307692308
Hic_asm_0	88940000	12	41	0.292682926829268
Hic_asm_0	88950000	0	31	0
Hic_asm_0	88960000	0	29	0
Hic_asm_0	88970000	0	28	0
Hic_asm_0	88980000	0	23	0
Hic_asm_0	88990000	0	30	0
Hic_asm_0	8.9e+07	0	43	0
Hic_asm_0	89010000	0	43	0
Hic_asm_0	89020000	0	48	0
Hic_asm_0	89030000	0	49	0
Hic_asm_0	89040000	0	49	0
Hic_asm_0	89050000	0	51	0
Hic_asm_0	89060000	0	52	0
Hic_asm_0	89070000	2	52	0.0384615384615385
Hic_asm_0	89080000	2	51	0.0392156862745098
Hic_asm_0	89090000	2	51	0.0392156862745098
Hic_asm_0	89100000	2	60	0.0333333333333333
Hic_asm_0	89110000	2	84	0.0238095238095238
Hic_asm_0	89120000	2	83	0.0240963855421687
Hic_asm_0	89130000	2	86	0.0232558139534884
Hic_asm_0	89140000	2	84	0.0238095238095238
Hic_asm_0	89150000	2	93	0.021505376344086
Hic_asm_0	89160000	2	97	0.0206185567010309
Hic_asm_0	89170000	1	96	0.0104166666666667
Hic_asm_0	89180000	2	97	0.0206185567010309
Hic_asm_0	89190000	5	87	0.0574712643678161
Hic_asm_0	89200000	5	68	0.0735294117647059
Hic_asm_0	89210000	5	45	0.111111111111111
Hic_asm_0	89220000	5	41	0.121951219512195
Hic_asm_0	89230000	5	33	0.151515151515152
Hic_asm_0	89240000	5	34	0.147058823529412
Hic_asm_0	89250000	5	24	0.208333333333333
Hic_asm_0	89260000	5	20	0.25
Hic_asm_0	89270000	4	24	0.166666666666667
Hic_asm_0	89280000	8	28	0.285714285714286
Hic_asm_0	89290000	5	38	0.131578947368421
Hic_asm_0	89300000	5	39	0.128205128205128
Hic_asm_0	89310000	5	41	0.121951219512195
Hic_asm_0	89320000	6	40	0.15
Hic_asm_0	89330000	6	40	0.15
Hic_asm_0	89340000	6	44	0.136363636363636
Hic_asm_0	89350000	6	52	0.115384615384615
Hic_asm_0	89360000	6	52	0.115384615384615
Hic_asm_0	89370000	6	47	0.127659574468085
Hic_asm_0	89380000	1	44	0.0227272727272727
Hic_asm_0	89390000	1	31	0.032258064516129
Hic_asm_0	89400000	1	26	0.0384615384615385
Hic_asm_0	89410000	1	24	0.0416666666666667
Hic_asm_0	89420000	0	23	0
Hic_asm_0	89430000	0	22	0
Hic_asm_0	89440000	0	15	0
Hic_asm_0	89450000	2	6	0.333333333333333
Hic_asm_0	89460000	2	10	0.2
Hic_asm_0	89470000	2	12	0.166666666666667
Hic_asm_0	89480000	2	10	0.2
Hic_asm_0	89490000	2	10	0.2
Hic_asm_0	89500000	2	10	0.2
Hic_asm_0	89510000	2	12	0.166666666666667
Hic_asm_0	89520000	2	13	0.153846153846154
Hic_asm_0	89530000	2	13	0.153846153846154
Hic_asm_0	89540000	2	14	0.142857142857143
Hic_asm_0	89550000	0	14	0
Hic_asm_0	89560000	7	16	0.4375
Hic_asm_0	89570000	11	18	0.611111111111111
Hic_asm_0	89580000	11	19	0.578947368421053
Hic_asm_0	89590000	11	21	0.523809523809524
Hic_asm_0	89600000	11	25	0.44
Hic_asm_0	89610000	11	23	0.478260869565217
Hic_asm_0	89620000	11	24	0.458333333333333
Hic_asm_0	89630000	11	24	0.458333333333333
Hic_asm_0	89640000	11	25	0.44
Hic_asm_0	89650000	12	24	0.5
Hic_asm_0	89660000	5	17	0.294117647058824
Hic_asm_0	89670000	5	17	0.294117647058824
Hic_asm_0	89680000	5	20	0.25
Hic_asm_0	89690000	5	20	0.25
Hic_asm_0	89700000	8	19	0.421052631578947
Hic_asm_0	89710000	8	18	0.444444444444444
Hic_asm_0	89720000	8	16	0.5
Hic_asm_0	89730000	8	20	0.4
Hic_asm_0	89740000	8	23	0.347826086956522
Hic_asm_0	89750000	7	26	0.269230769230769
Hic_asm_0	89760000	7	33	0.212121212121212
Hic_asm_0	89770000	3	30	0.1
Hic_asm_0	89780000	3	28	0.107142857142857
Hic_asm_0	89790000	9	32	0.28125
Hic_asm_0	89800000	6	38	0.157894736842105
Hic_asm_0	89810000	6	39	0.153846153846154
Hic_asm_0	89820000	6	43	0.13953488372093
Hic_asm_0	89830000	6	44	0.136363636363636
Hic_asm_0	89840000	6	43	0.13953488372093
Hic_asm_0	89850000	6	39	0.153846153846154
Hic_asm_0	89860000	6	32	0.1875
Hic_asm_0	89870000	13	38	0.342105263157895
Hic_asm_0	89880000	22	45	0.488888888888889
Hic_asm_0	89890000	16	43	0.372093023255814
Hic_asm_0	89900000	16	38	0.421052631578947
Hic_asm_0	89910000	16	49	0.326530612244898
Hic_asm_0	89920000	16	55	0.290909090909091
Hic_asm_0	89930000	25	59	0.423728813559322
Hic_asm_0	89940000	25	68	0.367647058823529
Hic_asm_0	89950000	25	81	0.308641975308642
Hic_asm_0	89960000	25	92	0.271739130434783
Hic_asm_0	89970000	18	87	0.206896551724138
Hic_asm_0	89980000	9	80	0.1125
Hic_asm_0	89990000	9	77	0.116883116883117
Hic_asm_0	9e+07	9	78	0.115384615384615
Hic_asm_0	90010000	9	70	0.128571428571429
Hic_asm_0	90020000	9	62	0.145161290322581
Hic_asm_0	90030000	0	53	0
Hic_asm_0	90040000	1	41	0.024390243902439
Hic_asm_0	90050000	1	32	0.03125
Hic_asm_0	90060000	1	30	0.0333333333333333
Hic_asm_0	90070000	1	41	0.024390243902439
Hic_asm_0	90080000	1	40	0.025
Hic_asm_0	90090000	4	42	0.0952380952380952
Hic_asm_0	90100000	4	37	0.108108108108108
Hic_asm_0	90110000	4	33	0.121212121212121
Hic_asm_0	90120000	4	31	0.129032258064516
Hic_asm_0	90130000	4	31	0.129032258064516
Hic_asm_0	90140000	3	31	0.0967741935483871
Hic_asm_0	90150000	3	30	0.1
Hic_asm_0	90160000	3	21	0.142857142857143
Hic_asm_0	90170000	3	8	0.375
Hic_asm_0	90180000	3	7	0.428571428571429
Hic_asm_0	90190000	0	4	0
Hic_asm_0	90200000	0	4	0
Hic_asm_0	90210000	0	4	0
Hic_asm_0	90220000	0	5	0
Hic_asm_0	90230000	0	5	0
Hic_asm_0	90240000	0	4	0
Hic_asm_0	90250000	0	1	0
Hic_asm_0	90260000	2	3	0.666666666666667
Hic_asm_0	90270000	6	7	0.857142857142857
Hic_asm_0	90280000	6	9	0.666666666666667
Hic_asm_0	90290000	6	10	0.6
Hic_asm_0	90300000	6	10	0.6
Hic_asm_0	90310000	6	10	0.6
Hic_asm_0	90320000	6	9	0.666666666666667
Hic_asm_0	90330000	6	10	0.6
Hic_asm_0	90340000	6	10	0.6
Hic_asm_0	90350000	6	12	0.5
Hic_asm_0	90360000	4	12	0.333333333333333
Hic_asm_0	90370000	0	16	0
Hic_asm_0	90380000	0	14	0
Hic_asm_0	90390000	0	22	0
Hic_asm_0	90400000	0	24	0
Hic_asm_0	90410000	0	25	0
Hic_asm_0	90420000	0	26	0
Hic_asm_0	90430000	0	31	0
Hic_asm_0	90440000	0	35	0
Hic_asm_0	90450000	0	33	0
Hic_asm_0	90460000	0	31	0
Hic_asm_0	90470000	0	23	0
Hic_asm_0	90480000	0	23	0
Hic_asm_0	90490000	0	16	0
Hic_asm_0	90500000	0	14	0
Hic_asm_0	90510000	0	13	0
Hic_asm_0	90520000	0	14	0
Hic_asm_0	90530000	0	17	0
Hic_asm_0	90540000	0	21	0
Hic_asm_0	90550000	0	35	0
Hic_asm_0	90560000	0	39	0
Hic_asm_0	90570000	0	43	0
Hic_asm_0	90580000	5	48	0.104166666666667
Hic_asm_0	90590000	12	53	0.226415094339623
Hic_asm_0	90600000	12	53	0.226415094339623
Hic_asm_0	90610000	12	55	0.218181818181818
Hic_asm_0	90620000	15	56	0.267857142857143
Hic_asm_0	90630000	17	49	0.346938775510204
Hic_asm_0	90640000	17	45	0.377777777777778
Hic_asm_0	90650000	17	31	0.548387096774194
Hic_asm_0	90660000	17	27	0.62962962962963
Hic_asm_0	90670000	17	26	0.653846153846154
Hic_asm_0	90680000	12	25	0.48
Hic_asm_0	90690000	5	24	0.208333333333333
Hic_asm_0	90700000	5	27	0.185185185185185
Hic_asm_0	90710000	5	30	0.166666666666667
Hic_asm_0	90720000	2	35	0.0571428571428571
Hic_asm_0	90730000	0	34	0
Hic_asm_0	90740000	7	37	0.189189189189189
Hic_asm_0	90750000	8	38	0.210526315789474
Hic_asm_0	90760000	8	38	0.210526315789474
Hic_asm_0	90770000	8	41	0.195121951219512
Hic_asm_0	90780000	8	42	0.19047619047619
Hic_asm_0	90790000	8	39	0.205128205128205
Hic_asm_0	90800000	8	38	0.210526315789474
Hic_asm_0	90810000	13	38	0.342105263157895
Hic_asm_0	90820000	13	38	0.342105263157895
Hic_asm_0	90830000	13	39	0.333333333333333
Hic_asm_0	90840000	6	35	0.171428571428571
Hic_asm_0	90850000	6	35	0.171428571428571
Hic_asm_0	90860000	6	36	0.166666666666667
Hic_asm_0	90870000	6	30	0.2
Hic_asm_0	90880000	6	31	0.193548387096774
Hic_asm_0	90890000	6	28	0.214285714285714
Hic_asm_0	90900000	7	27	0.259259259259259
Hic_asm_0	90910000	2	26	0.0769230769230769
Hic_asm_0	90920000	2	19	0.105263157894737
Hic_asm_0	90930000	2	26	0.0769230769230769
Hic_asm_0	90940000	2	28	0.0714285714285714
Hic_asm_0	90950000	1	28	0.0357142857142857
Hic_asm_0	90960000	1	30	0.0333333333333333
Hic_asm_0	90970000	1	35	0.0285714285714286
Hic_asm_0	90980000	1	30	0.0333333333333333
Hic_asm_0	90990000	1	34	0.0294117647058824
Hic_asm_0	9.1e+07	0	37	0
Hic_asm_0	91010000	0	37	0
Hic_asm_0	91020000	2	38	0.0526315789473684
Hic_asm_0	91030000	2	35	0.0571428571428571
Hic_asm_0	91040000	2	32	0.0625
Hic_asm_0	91050000	2	34	0.0588235294117647
Hic_asm_0	91060000	2	32	0.0625
Hic_asm_0	91070000	2	27	0.0740740740740741
Hic_asm_0	91080000	2	28	0.0714285714285714
Hic_asm_0	91090000	2	30	0.0666666666666667
Hic_asm_0	91100000	2	28	0.0714285714285714
Hic_asm_0	91110000	10	32	0.3125
Hic_asm_0	91120000	8	36	0.222222222222222
Hic_asm_0	91130000	8	37	0.216216216216216
Hic_asm_0	91140000	8	37	0.216216216216216
Hic_asm_0	91150000	8	43	0.186046511627907
Hic_asm_0	91160000	8	56	0.142857142857143
Hic_asm_0	91170000	8	65	0.123076923076923
Hic_asm_0	91180000	8	66	0.121212121212121
Hic_asm_0	91190000	16	68	0.235294117647059
Hic_asm_0	91200000	16	70	0.228571428571429
Hic_asm_0	91210000	8	63	0.126984126984127
Hic_asm_0	91220000	8	59	0.135593220338983
Hic_asm_0	91230000	17	61	0.278688524590164
Hic_asm_0	91240000	17	63	0.26984126984127
Hic_asm_0	91250000	17	57	0.298245614035088
Hic_asm_0	91260000	17	45	0.377777777777778
Hic_asm_0	91270000	17	37	0.459459459459459
Hic_asm_0	91280000	17	36	0.472222222222222
Hic_asm_0	91290000	9	28	0.321428571428571
Hic_asm_0	91300000	9	24	0.375
Hic_asm_0	91310000	9	25	0.36
Hic_asm_0	91320000	9	24	0.375
Hic_asm_0	91330000	0	20	0
Hic_asm_0	91340000	0	21	0
Hic_asm_0	91350000	0	24	0
Hic_asm_0	91360000	0	22	0
Hic_asm_0	91370000	0	21	0
Hic_asm_0	91380000	0	20	0
Hic_asm_0	91390000	0	24	0
Hic_asm_0	91400000	0	32	0
Hic_asm_0	91410000	0	34	0
Hic_asm_0	91420000	0	36	0
Hic_asm_0	91430000	7	38	0.184210526315789
Hic_asm_0	91440000	7	38	0.184210526315789
Hic_asm_0	91450000	7	34	0.205882352941176
Hic_asm_0	91460000	7	34	0.205882352941176
Hic_asm_0	91470000	7	36	0.194444444444444
Hic_asm_0	91480000	7	36	0.194444444444444
Hic_asm_0	91490000	7	33	0.212121212121212
Hic_asm_0	91500000	7	25	0.28
Hic_asm_0	91510000	7	24	0.291666666666667
Hic_asm_0	91520000	7	29	0.241379310344828
Hic_asm_0	91530000	0	30	0
Hic_asm_0	91540000	17	42	0.404761904761905
Hic_asm_0	91550000	43	66	0.651515151515151
Hic_asm_0	91560000	43	73	0.589041095890411
Hic_asm_0	91570000	53	81	0.654320987654321
Hic_asm_0	91580000	56	83	0.674698795180723
Hic_asm_0	91590000	56	88	0.636363636363636
Hic_asm_0	91600000	56	89	0.629213483146067
Hic_asm_0	91610000	56	91	0.615384615384615
Hic_asm_0	91620000	56	91	0.615384615384615
Hic_asm_0	91630000	60	87	0.689655172413793
Hic_asm_0	91640000	43	78	0.551282051282051
Hic_asm_0	91650000	17	61	0.278688524590164
Hic_asm_0	91660000	17	60	0.283333333333333
Hic_asm_0	91670000	7	52	0.134615384615385
Hic_asm_0	91680000	8	53	0.150943396226415
Hic_asm_0	91690000	8	53	0.150943396226415
Hic_asm_0	91700000	8	55	0.145454545454545
Hic_asm_0	91710000	8	52	0.153846153846154
Hic_asm_0	91720000	8	49	0.163265306122449
Hic_asm_0	91730000	5	46	0.108695652173913
Hic_asm_0	91740000	5	43	0.116279069767442
Hic_asm_0	91750000	5	41	0.121951219512195
Hic_asm_0	91760000	13	43	0.302325581395349
Hic_asm_0	91770000	13	46	0.282608695652174
Hic_asm_0	91780000	9	47	0.191489361702128
Hic_asm_0	91790000	9	52	0.173076923076923
Hic_asm_0	91800000	9	58	0.155172413793103
Hic_asm_0	91810000	9	61	0.147540983606557
Hic_asm_0	91820000	9	61	0.147540983606557
Hic_asm_0	91830000	8	65	0.123076923076923
Hic_asm_0	91840000	8	64	0.125
Hic_asm_0	91850000	8	68	0.117647058823529
Hic_asm_0	91860000	0	65	0
Hic_asm_0	91870000	0	62	0
Hic_asm_0	91880000	5	62	0.0806451612903226
Hic_asm_0	91890000	23	69	0.333333333333333
Hic_asm_0	91900000	23	69	0.333333333333333
Hic_asm_0	91910000	26	67	0.388059701492537
Hic_asm_0	91920000	26	62	0.419354838709677
Hic_asm_0	91930000	26	57	0.456140350877193
Hic_asm_0	91940000	26	54	0.481481481481481
Hic_asm_0	91950000	26	44	0.590909090909091
Hic_asm_0	91960000	29	42	0.69047619047619
Hic_asm_0	91970000	29	40	0.725
Hic_asm_0	91980000	24	38	0.631578947368421
Hic_asm_0	91990000	6	23	0.260869565217391
Hic_asm_0	9.2e+07	6	16	0.375
Hic_asm_0	92010000	3	15	0.2
Hic_asm_0	92020000	3	15	0.2
Hic_asm_0	92030000	3	15	0.2
Hic_asm_0	92040000	3	15	0.2
Hic_asm_0	92050000	3	14	0.214285714285714
Hic_asm_0	92060000	0	11	0
Hic_asm_0	92070000	0	13	0
Hic_asm_0	92080000	0	10	0
Hic_asm_0	92090000	0	7	0
Hic_asm_0	92100000	0	6	0
Hic_asm_0	92110000	0	4	0
Hic_asm_0	92120000	0	4	0
Hic_asm_0	92130000	1	5	0.2
Hic_asm_0	92140000	5	8	0.625
Hic_asm_0	92150000	5	9	0.555555555555556
Hic_asm_0	92160000	5	9	0.555555555555556
Hic_asm_0	92170000	5	7	0.714285714285714
Hic_asm_0	92180000	5	15	0.333333333333333
Hic_asm_0	92190000	5	17	0.294117647058824
Hic_asm_0	92200000	5	17	0.294117647058824
Hic_asm_0	92210000	5	24	0.208333333333333
Hic_asm_0	92220000	5	28	0.178571428571429
Hic_asm_0	92230000	5	28	0.178571428571429
Hic_asm_0	92240000	5	28	0.178571428571429
Hic_asm_0	92250000	8	30	0.266666666666667
Hic_asm_0	92260000	8	30	0.266666666666667
Hic_asm_0	92270000	8	35	0.228571428571429
Hic_asm_0	92280000	8	29	0.275862068965517
Hic_asm_0	92290000	8	27	0.296296296296296
Hic_asm_0	92300000	8	26	0.307692307692308
Hic_asm_0	92310000	8	19	0.421052631578947
Hic_asm_0	92320000	8	15	0.533333333333333
Hic_asm_0	92330000	7	14	0.5
Hic_asm_0	92340000	3	10	0.3
Hic_asm_0	92350000	0	7	0
Hic_asm_0	92360000	0	7	0
Hic_asm_0	92370000	0	6	0
Hic_asm_0	92380000	0	6	0
Hic_asm_0	92390000	1	7	0.142857142857143
Hic_asm_0	92400000	1	8	0.125
Hic_asm_0	92410000	1	8	0.125
Hic_asm_0	92420000	1	8	0.125
Hic_asm_0	92430000	1	8	0.125
Hic_asm_0	92440000	1	8	0.125
Hic_asm_0	92450000	1	8	0.125
Hic_asm_0	92460000	1	8	0.125
Hic_asm_0	92470000	1	4	0.25
Hic_asm_0	92480000	9	10	0.9
Hic_asm_0	92490000	17	18	0.944444444444444
Hic_asm_0	92500000	17	21	0.80952380952381
Hic_asm_0	92510000	17	27	0.62962962962963
Hic_asm_0	92520000	17	37	0.459459459459459
Hic_asm_0	92530000	17	44	0.386363636363636
Hic_asm_0	92540000	23	50	0.46
Hic_asm_0	92550000	23	53	0.433962264150943
Hic_asm_0	92560000	23	56	0.410714285714286
Hic_asm_0	92570000	23	58	0.396551724137931
Hic_asm_0	92580000	17	52	0.326923076923077
Hic_asm_0	92590000	8	45	0.177777777777778
Hic_asm_0	92600000	8	42	0.19047619047619
Hic_asm_0	92610000	8	41	0.195121951219512
Hic_asm_0	92620000	8	33	0.242424242424242
Hic_asm_0	92630000	8	28	0.285714285714286
Hic_asm_0	92640000	2	24	0.0833333333333333
Hic_asm_0	92650000	8	27	0.296296296296296
Hic_asm_0	92660000	14	30	0.466666666666667
Hic_asm_0	92670000	14	31	0.451612903225806
Hic_asm_0	92680000	12	29	0.413793103448276
Hic_asm_0	92690000	12	28	0.428571428571429
Hic_asm_0	92700000	12	30	0.4
Hic_asm_0	92710000	12	29	0.413793103448276
Hic_asm_0	92720000	12	28	0.428571428571429
Hic_asm_0	92730000	12	27	0.444444444444444
Hic_asm_0	92740000	12	32	0.375
Hic_asm_0	92750000	6	28	0.214285714285714
Hic_asm_0	92760000	0	24	0
Hic_asm_0	92770000	0	21	0
Hic_asm_0	92780000	0	22	0
Hic_asm_0	92790000	0	21	0
Hic_asm_0	92800000	0	18	0
Hic_asm_0	92810000	0	15	0
Hic_asm_0	92820000	0	14	0
Hic_asm_0	92830000	0	17	0
Hic_asm_0	92840000	0	31	0
Hic_asm_0	92850000	17	46	0.369565217391304
Hic_asm_0	92860000	17	54	0.314814814814815
Hic_asm_0	92870000	17	62	0.274193548387097
Hic_asm_0	92880000	17	67	0.253731343283582
Hic_asm_0	92890000	17	69	0.246376811594203
Hic_asm_0	92900000	17	69	0.246376811594203
Hic_asm_0	92910000	17	68	0.25
Hic_asm_0	92920000	17	70	0.242857142857143
Hic_asm_0	92930000	17	70	0.242857142857143
Hic_asm_0	92940000	17	52	0.326923076923077
Hic_asm_0	92950000	0	39	0
Hic_asm_0	92960000	0	33	0
Hic_asm_0	92970000	0	29	0
Hic_asm_0	92980000	0	26	0
Hic_asm_0	92990000	0	27	0
Hic_asm_0	9.3e+07	0	27	0
Hic_asm_0	93010000	0	27	0
Hic_asm_0	93020000	0	25	0
Hic_asm_0	93030000	0	24	0
Hic_asm_0	93040000	0	23	0
Hic_asm_0	93050000	0	19	0
Hic_asm_0	93060000	0	15	0
Hic_asm_0	93070000	0	13	0
Hic_asm_0	93080000	0	11	0
Hic_asm_0	93090000	0	9	0
Hic_asm_0	93100000	0	9	0
Hic_asm_0	93110000	0	9	0
Hic_asm_0	93120000	0	9	0
Hic_asm_0	93130000	0	8	0
Hic_asm_0	93140000	0	7	0
Hic_asm_0	93150000	0	10	0
Hic_asm_0	93160000	0	10	0
Hic_asm_0	93170000	0	8	0
Hic_asm_0	93180000	0	7	0
Hic_asm_0	93190000	0	6	0
Hic_asm_0	93200000	0	6	0
Hic_asm_0	93210000	0	6	0
Hic_asm_0	93220000	0	6	0
Hic_asm_0	93230000	2	6	0.333333333333333
Hic_asm_0	93240000	2	5	0.4
Hic_asm_0	93250000	2	2	1
Hic_asm_0	93260000	2	2	1
Hic_asm_0	93270000	2	5	0.4
Hic_asm_0	93280000	2	15	0.133333333333333
Hic_asm_0	93290000	2	15	0.133333333333333
Hic_asm_0	93300000	2	20	0.1
Hic_asm_0	93310000	2	25	0.08
Hic_asm_0	93320000	2	31	0.0645161290322581
Hic_asm_0	93330000	0	32	0
Hic_asm_0	93340000	0	38	0
Hic_asm_0	93350000	0	44	0
Hic_asm_0	93360000	0	53	0
Hic_asm_0	93370000	0	59	0
Hic_asm_0	93380000	0	54	0
Hic_asm_0	93390000	0	56	0
Hic_asm_0	93400000	0	53	0
Hic_asm_0	93410000	0	48	0
Hic_asm_0	93420000	0	53	0
